order_item_id,freight_value,order_status,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,purchase_year,purchase_month,purchase_day,purchase_weekday,product_volume
1,10.31,2,63,56.0,1224.0,3.0,556.0,21.0,16.0,16.0,2017,8,8,1,5376.0
1,17.34,2,67,51.0,505.0,1.0,400.0,16.0,11.0,11.0,2017,12,7,3,1936.0
2,8.54,2,55,55.0,1629.0,2.0,400.0,16.0,2.0,11.0,2018,4,19,3,352.0
1,17.28,5,34,36.0,412.0,5.0,150.0,16.0,5.0,20.0,2018,7,15,6,1600.0
1,16.11,2,13,38.0,853.0,3.0,442.0,20.0,16.0,14.0,2017,9,30,5,4480.0
1,18.89,2,71,48.0,3121.0,4.0,450.0,21.0,11.0,14.0,2017,7,22,5,3234.0
1,36.43,2,12,53.0,3734.0,5.0,538.0,23.0,12.0,34.0,2017,10,18,2,9384.0
1,36.16,2,64,37.0,1219.0,2.0,974.0,26.0,30.0,28.0,2017,6,7,2,21840.0
2,15.1,2,0,52.0,603.0,1.0,200.0,16.0,2.0,11.0,2017,10,26,3,352.0
1,40.17,2,56,19.0,917.0,1.0,10500.0,53.0,73.0,18.0,2018,7,14,5,69642.0
1,12.69,2,33,29.0,282.0,1.0,300.0,20.0,6.0,13.0,2017,5,16,1,1560.0
1,16.11,2,14,44.0,112.0,1.0,450.0,40.0,4.0,30.0,2017,7,12,2,4800.0
1,15.1,2,21,49.0,100.0,4.0,150.0,16.0,12.0,12.0,2017,11,26,6,2304.0
1,15.18,2,10,37.0,1452.0,5.0,800.0,21.0,9.0,15.0,2017,12,23,5,2835.0
1,18.61,2,45,60.0,983.0,1.0,927.0,22.0,13.0,28.0,2018,1,9,1,8008.0
1,15.1,2,31,34.0,214.0,1.0,275.0,24.0,9.0,17.0,2018,3,2,4,3672.0
1,17.63,2,45,44.0,1428.0,2.0,250.0,30.0,20.0,32.0,2017,8,30,2,19200.0
2,17.63,2,45,54.0,333.0,4.0,125.0,18.0,7.0,15.0,2017,7,24,0,1890.0
1,19.99,2,56,41.0,154.0,1.0,2600.0,40.0,45.0,39.0,2018,3,5,0,70200.0
1,27.24,2,45,55.0,1883.0,1.0,5323.0,22.0,24.0,39.0,2017,7,14,4,20592.0
1,7.78,2,63,54.0,956.0,1.0,50.0,16.0,5.0,11.0,2018,2,14,2,880.0
1,52.82,2,69,52.0,729.0,3.0,13750.0,65.0,65.0,22.0,2018,2,13,1,92950.0
1,16.41,2,14,53.0,413.0,1.0,1850.0,42.0,11.0,36.0,2017,7,29,5,16632.0
1,15.94,2,12,43.0,1983.0,1.0,2300.0,30.0,10.0,20.0,2017,5,1,0,6000.0
1,60.56,2,9,34.0,364.0,1.0,800.0,20.0,10.0,20.0,2018,5,17,3,4000.0
1,7.39,2,63,44.0,749.0,1.0,500.0,16.0,14.0,14.0,2018,6,18,0,3136.0
2,7.78,2,67,54.0,192.0,5.0,250.0,16.0,2.0,11.0,2017,8,29,1,352.0
1,13.37,2,55,54.0,439.0,2.0,1300.0,30.0,25.0,25.0,2018,2,23,4,18750.0
1,18.29,2,63,56.0,1718.0,1.0,250.0,16.0,16.0,15.0,2018,4,6,4,3840.0
1,31.5,2,14,53.0,1017.0,1.0,1975.0,28.0,26.0,23.0,2018,8,8,2,16744.0
1,7.76,2,63,41.0,1056.0,1.0,100.0,16.0,11.0,11.0,2018,6,7,3,1936.0
1,15.44,2,12,44.0,1529.0,4.0,300.0,17.0,7.0,12.0,2017,6,12,0,1428.0
2,16.4,2,73,57.0,616.0,2.0,3300.0,50.0,30.0,30.0,2017,6,22,3,45000.0
1,20.99,2,41,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,2018,7,18,2,19800.0
1,15.89,2,63,43.0,116.0,1.0,468.0,23.0,18.0,19.0,2018,3,18,6,7866.0
1,15.23,2,71,55.0,1391.0,1.0,150.0,18.0,6.0,12.0,2017,7,6,3,1296.0
1,15.1,2,14,39.0,161.0,2.0,350.0,25.0,8.0,19.0,2017,12,22,4,3800.0
4,18.24,2,21,51.0,936.0,2.0,157.0,17.0,8.0,13.0,2018,5,4,4,1768.0
1,7.78,2,34,54.0,840.0,1.0,100.0,16.0,14.0,14.0,2017,10,11,2,3136.0
1,16.16,2,14,49.0,381.0,1.0,850.0,25.0,18.0,40.0,2018,2,9,4,18000.0
1,18.8,2,64,59.0,678.0,4.0,1400.0,40.0,20.0,30.0,2017,7,6,3,24000.0
1,12.79,2,31,27.0,432.0,2.0,75.0,18.0,13.0,16.0,2018,3,14,2,3744.0
1,25.74,2,73,42.0,540.0,4.0,9950.0,31.0,61.0,31.0,2017,10,22,6,58621.0
3,15.25,2,71,42.0,661.0,4.0,250.0,16.0,4.0,20.0,2017,10,3,1,1280.0
1,17.75,2,41,60.0,1452.0,1.0,2700.0,30.0,23.0,20.0,2018,6,18,0,13800.0
1,16.15,2,27,57.0,605.0,4.0,575.0,30.0,11.0,17.0,2017,6,18,6,5610.0
1,18.19,2,12,50.0,1678.0,1.0,1200.0,20.0,16.0,20.0,2018,8,21,1,6400.0
1,15.24,2,41,41.0,428.0,1.0,305.0,16.0,21.0,12.0,2018,3,27,1,4032.0
1,16.07,2,67,27.0,178.0,1.0,314.0,18.0,11.0,14.0,2017,6,9,4,2772.0
1,15.74,2,21,52.0,1236.0,1.0,340.0,17.0,7.0,16.0,2017,1,25,2,1904.0
1,17.98,2,3,23.0,279.0,1.0,1150.0,18.0,18.0,18.0,2018,3,29,3,5832.0
1,23.53,2,60,24.0,853.0,4.0,3150.0,53.0,4.0,43.0,2018,8,7,1,9116.0
1,25.25,2,73,41.0,799.0,1.0,7000.0,26.0,47.0,27.0,2017,11,4,5,32994.0
1,22.23,2,45,33.0,256.0,1.0,180.0,17.0,10.0,13.0,2018,4,18,2,2210.0
1,18.0,2,41,60.0,1251.0,2.0,800.0,30.0,10.0,30.0,2017,1,30,0,9000.0
1,18.3,2,64,57.0,747.0,2.0,1150.0,40.0,20.0,30.0,2018,2,23,4,24000.0
1,18.3,2,71,50.0,1246.0,1.0,900.0,23.0,7.0,16.0,2017,11,25,5,2576.0
1,25.59,2,49,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,2017,8,21,0,4140.0
1,33.6,2,12,59.0,1811.0,6.0,5250.0,56.0,17.0,40.0,2018,1,17,2,38080.0
1,74.16,2,55,48.0,748.0,1.0,11017.0,40.0,49.0,32.0,2017,11,27,0,62720.0
1,7.97,2,29,54.0,192.0,1.0,150.0,27.0,13.0,17.0,2018,3,28,2,5967.0
1,36.16,2,12,34.0,585.0,3.0,900.0,23.0,5.0,15.0,2017,12,6,2,1725.0
1,19.21,2,12,57.0,1262.0,1.0,450.0,20.0,12.0,12.0,2018,7,25,2,2880.0
1,8.72,1,22,43.0,379.0,1.0,200.0,19.0,19.0,19.0,2018,2,18,6,6859.0
1,27.97,2,41,46.0,810.0,3.0,200.0,20.0,20.0,20.0,2017,9,25,0,8000.0
1,29.73,2,13,45.0,404.0,5.0,3850.0,52.0,7.0,55.0,2017,12,18,0,20020.0
1,18.38,2,10,59.0,121.0,1.0,850.0,39.0,16.0,40.0,2018,7,5,3,24960.0
1,19.73,2,55,60.0,87.0,1.0,1500.0,40.0,7.0,34.0,2018,4,12,3,9520.0
3,12.79,2,14,54.0,662.0,1.0,600.0,22.0,4.0,28.0,2018,3,16,4,2464.0
2,7.39,2,55,49.0,829.0,1.0,600.0,20.0,35.0,20.0,2018,3,22,3,14000.0
1,18.87,2,12,60.0,919.0,1.0,150.0,22.0,3.0,15.0,2018,6,27,2,990.0
1,19.56,2,33,56.0,167.0,6.0,3150.0,30.0,27.0,26.0,2018,6,10,6,21060.0
1,23.09,2,44,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0,2018,4,29,6,41200.0
1,25.38,2,60,42.0,214.0,1.0,600.0,16.0,39.0,37.0,2017,12,28,3,23088.0
1,18.81,2,12,56.0,783.0,5.0,500.0,27.0,14.0,23.0,2018,1,27,5,8694.0
1,14.0,2,63,49.0,1814.0,1.0,350.0,36.0,6.0,22.0,2017,12,26,1,4752.0
1,14.1,2,45,24.0,718.0,2.0,200.0,41.0,2.0,29.0,2018,1,13,5,2378.0
1,60.77,2,33,59.0,355.0,1.0,3450.0,16.0,105.0,55.0,2017,1,14,5,92400.0
1,18.94,2,12,60.0,2894.0,1.0,200.0,17.0,11.0,15.0,2018,5,28,0,2805.0
1,11.85,2,64,50.0,365.0,3.0,300.0,24.0,12.0,12.0,2017,12,15,4,3456.0
1,29.3,2,60,57.0,396.0,3.0,6550.0,38.0,30.0,28.0,2018,1,7,6,31920.0
1,12.17,2,4,48.0,1232.0,1.0,1700.0,65.0,6.0,50.0,2018,4,5,3,19500.0
1,12.13,2,13,39.0,111.0,2.0,400.0,20.0,31.0,30.0,2017,11,15,2,18600.0
1,9.42,2,12,60.0,466.0,1.0,800.0,18.0,16.0,16.0,2018,3,8,3,4608.0
1,13.47,2,31,56.0,343.0,1.0,150.0,19.0,12.0,16.0,2018,4,2,0,3648.0
1,15.84,2,64,40.0,2528.0,3.0,600.0,16.0,20.0,20.0,2017,2,27,0,6400.0
3,4.21,2,14,52.0,235.0,1.0,525.0,39.0,14.0,33.0,2018,5,16,2,18018.0
1,7.51,2,9,60.0,1126.0,1.0,183.0,17.0,8.0,16.0,2018,6,25,0,2176.0
1,12.72,2,45,44.0,655.0,1.0,321.0,19.0,14.0,13.0,2018,3,2,4,3458.0
4,34.26,2,41,33.0,3557.0,2.0,300.0,23.0,22.0,17.0,2017,12,13,2,8602.0
1,34.22,2,33,59.0,254.0,1.0,1650.0,40.0,45.0,25.0,2017,7,3,0,45000.0
1,16.24,2,14,56.0,501.0,3.0,1450.0,45.0,15.0,35.0,2017,5,19,4,23625.0
1,13.9,2,45,46.0,669.0,3.0,200.0,35.0,2.0,25.0,2018,8,17,4,1750.0
1,17.6,2,41,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,2018,1,24,2,32560.0
1,16.98,2,67,41.0,1159.0,4.0,350.0,16.0,14.0,11.0,2018,4,5,3,2464.0
1,64.06,2,24,39.0,990.0,2.0,7100.0,43.0,23.0,43.0,2018,8,17,4,42527.0
1,51.83,2,45,48.0,2776.0,5.0,100.0,17.0,9.0,14.0,2018,8,10,4,2142.0
3,17.63,2,55,60.0,479.0,1.0,300.0,16.0,88.0,16.0,2017,11,6,0,22528.0
1,29.51,2,15,58.0,217.0,3.0,6700.0,50.0,20.0,40.0,2018,5,14,0,40000.0
1,16.18,2,39,56.0,336.0,1.0,750.0,25.0,5.0,17.0,2017,11,26,6,2125.0
1,28.11,2,45,55.0,60.0,1.0,2800.0,40.0,15.0,40.0,2017,8,17,3,24000.0
1,21.85,2,9,53.0,2805.0,3.0,1850.0,19.0,16.0,17.0,2018,4,10,1,5168.0
1,121.2,5,9,44.0,1034.0,1.0,24000.0,61.0,67.0,33.0,2016,10,5,2,134871.0
1,9.0,2,60,58.0,115.0,1.0,350.0,20.0,20.0,20.0,2018,6,6,2,8000.0
1,14.1,2,71,60.0,776.0,6.0,300.0,17.0,4.0,12.0,2018,1,19,4,816.0
1,16.54,2,12,48.0,455.0,1.0,475.0,18.0,16.0,14.0,2018,6,21,3,4032.0
1,11.85,2,60,48.0,483.0,1.0,267.0,20.0,7.0,13.0,2017,12,14,3,1820.0
1,22.72,2,32,49.0,1274.0,7.0,3767.0,34.0,36.0,28.0,2017,1,12,3,34272.0
2,30.98,2,9,50.0,314.0,1.0,14600.0,27.0,27.0,27.0,2017,4,2,6,19683.0
2,15.1,2,67,56.0,467.0,3.0,420.0,15.0,9.0,13.0,2017,5,29,0,1755.0
1,15.1,2,45,46.0,669.0,3.0,200.0,35.0,2.0,25.0,2017,5,28,6,1750.0
2,71.53,2,54,55.0,1211.0,5.0,14150.0,100.0,15.0,15.0,2018,2,6,1,22500.0
1,104.81,2,12,60.0,3504.0,4.0,9500.0,95.0,15.0,65.0,2018,5,7,0,92625.0
1,13.29,2,73,48.0,763.0,1.0,8600.0,35.0,35.0,35.0,2017,11,6,0,42875.0
1,14.86,2,14,60.0,189.0,1.0,1350.0,46.0,2.0,36.0,2018,3,21,2,3312.0
1,7.78,1,13,39.0,1156.0,1.0,233.0,17.0,12.0,12.0,2017,11,2,3,2448.0
1,18.54,2,64,59.0,747.0,2.0,1250.0,40.0,20.0,30.0,2018,7,21,5,24000.0
1,20.16,2,64,52.0,625.0,8.0,2200.0,50.0,20.0,40.0,2017,10,3,1,40000.0
2,9.65,2,45,48.0,261.0,1.0,867.0,32.0,14.0,14.0,2018,3,19,0,6272.0
1,16.56,2,12,59.0,1310.0,1.0,1450.0,20.0,15.0,15.0,2018,6,5,1,4500.0
1,19.48,2,67,46.0,501.0,4.0,363.0,18.0,13.0,13.0,2018,6,3,6,3042.0
1,18.76,2,9,59.0,857.0,7.0,880.0,49.0,25.0,46.0,2018,3,1,3,56350.0
1,16.95,2,33,43.0,869.0,1.0,967.0,21.0,24.0,19.0,2017,9,21,3,9576.0
1,14.01,2,63,46.0,1045.0,1.0,450.0,22.0,16.0,16.0,2017,8,29,1,5632.0
1,15.56,2,9,39.0,381.0,1.0,700.0,21.0,9.0,12.0,2017,2,7,1,2268.0
1,13.37,2,41,57.0,339.0,2.0,1800.0,37.0,22.0,40.0,2018,1,8,0,32560.0
2,16.11,2,73,43.0,274.0,1.0,1000.0,30.0,40.0,30.0,2017,5,9,1,36000.0
1,12.79,2,60,52.0,90.0,2.0,5650.0,20.0,30.0,20.0,2018,5,16,2,12000.0
1,12.86,2,63,44.0,1388.0,2.0,200.0,16.0,5.0,11.0,2018,8,3,4,880.0
1,8.01,5,33,28.0,834.0,1.0,1600.0,19.0,11.0,11.0,2017,6,6,1,2299.0
4,15.79,2,1,48.0,157.0,1.0,250.0,17.0,3.0,10.0,2018,1,18,3,510.0
1,13.07,2,12,59.0,492.0,2.0,200.0,22.0,10.0,18.0,2018,6,29,4,3960.0
1,31.75,2,17,29.0,869.0,7.0,8300.0,40.0,30.0,25.0,2018,2,14,2,30000.0
1,8.72,2,45,54.0,222.0,3.0,500.0,36.0,5.0,15.0,2017,12,5,1,2700.0
1,36.0,2,55,49.0,612.0,1.0,2200.0,30.0,35.0,30.0,2018,7,18,2,31500.0
1,16.24,2,14,56.0,255.0,1.0,950.0,53.0,10.0,36.0,2017,9,28,3,19080.0
1,8.97,2,73,57.0,529.0,4.0,575.0,16.0,18.0,12.0,2018,8,12,6,3456.0
1,22.91,2,33,53.0,236.0,2.0,300.0,30.0,5.0,20.0,2018,3,16,4,3000.0
1,14.18,2,33,51.0,759.0,6.0,900.0,55.0,20.0,22.0,2018,7,18,2,24200.0
1,13.81,2,14,60.0,487.0,4.0,2000.0,45.0,10.0,34.0,2017,11,10,4,15300.0
1,8.11,2,34,47.0,1398.0,1.0,200.0,16.0,2.0,11.0,2017,11,25,5,352.0
1,11.97,2,33,53.0,3189.0,7.0,3775.0,35.0,30.0,30.0,2018,2,28,2,31500.0
1,8.72,2,31,41.0,711.0,1.0,150.0,30.0,10.0,20.0,2018,2,4,6,6000.0
1,45.34,2,55,63.0,455.0,6.0,7950.0,65.0,7.0,65.0,2018,1,7,6,29575.0
1,133.72,5,55,25.0,271.0,2.0,13200.0,50.0,55.0,50.0,2017,9,5,1,137500.0
1,18.23,2,12,33.0,1087.0,1.0,600.0,28.0,11.0,26.0,2018,3,20,1,8008.0
3,21.1,2,9,55.0,257.0,3.0,2400.0,35.0,15.0,35.0,2018,1,20,5,18375.0
1,18.23,2,29,50.0,872.0,2.0,150.0,20.0,13.0,12.0,2018,4,12,3,3120.0
1,18.03,2,73,44.0,916.0,2.0,950.0,53.0,5.0,13.0,2017,4,28,4,3445.0
1,23.26,2,10,47.0,791.0,1.0,850.0,40.0,40.0,12.0,2018,8,20,0,19200.0
1,16.24,2,14,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,2018,2,26,0,20000.0
1,14.1,2,3,30.0,890.0,1.0,350.0,20.0,8.0,16.0,2017,5,15,0,2560.0
1,9.27,2,29,51.0,979.0,1.0,15600.0,35.0,46.0,35.0,2017,8,31,3,56350.0
1,21.28,2,67,41.0,1159.0,4.0,350.0,16.0,14.0,11.0,2018,4,5,3,2464.0
1,57.08,2,56,41.0,1141.0,1.0,8683.0,54.0,64.0,31.0,2018,3,13,1,107136.0
1,44.81,2,55,19.0,262.0,1.0,19575.0,38.0,44.0,38.0,2017,5,12,4,63536.0
1,16.61,2,33,56.0,3335.0,1.0,3700.0,31.0,33.0,32.0,2017,8,27,6,32736.0
1,18.2,2,12,46.0,2729.0,1.0,1550.0,27.0,9.0,18.0,2018,3,1,3,4374.0
1,18.02,2,10,59.0,235.0,2.0,9400.0,75.0,15.0,50.0,2018,2,7,2,56250.0
1,51.0,2,14,60.0,420.0,1.0,400.0,26.0,18.0,23.0,2018,8,16,3,10764.0
1,46.22,2,73,43.0,1002.0,3.0,10150.0,89.0,15.0,40.0,2018,1,5,4,53400.0
1,15.1,2,33,41.0,194.0,1.0,100.0,25.0,20.0,20.0,2018,2,11,6,10000.0
1,18.37,2,32,38.0,1028.0,1.0,467.0,27.0,17.0,18.0,2018,8,1,2,8262.0
1,68.43,2,32,55.0,1737.0,4.0,12950.0,40.0,30.0,40.0,2017,11,29,2,48000.0
1,11.74,2,55,56.0,385.0,1.0,700.0,25.0,2.0,17.0,2017,2,23,3,850.0
1,14.8,2,12,59.0,492.0,3.0,250.0,22.0,10.0,18.0,2017,3,9,3,3960.0
1,18.23,2,63,39.0,1045.0,2.0,150.0,16.0,4.0,12.0,2018,4,30,0,768.0
1,16.64,2,64,57.0,558.0,1.0,850.0,30.0,20.0,30.0,2017,11,24,4,18000.0
1,13.37,2,41,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,2017,12,25,0,19800.0
1,34.15,2,31,42.0,214.0,1.0,300.0,20.0,15.0,18.0,2017,11,29,2,5400.0
1,15.04,2,14,58.0,162.0,4.0,2900.0,35.0,12.0,30.0,2017,7,24,0,12600.0
1,8.85,2,12,44.0,1529.0,4.0,300.0,17.0,7.0,12.0,2018,6,4,0,1428.0
2,18.27,2,14,49.0,153.0,1.0,550.0,23.0,15.0,23.0,2018,5,30,2,7935.0
1,22.95,2,64,52.0,1126.0,3.0,1250.0,30.0,10.0,18.0,2018,8,2,3,5400.0
1,15.86,2,14,52.0,629.0,1.0,900.0,45.0,15.0,35.0,2017,4,23,6,23625.0
1,9.03,2,55,63.0,1214.0,5.0,450.0,50.0,3.0,25.0,2018,1,29,0,3750.0
1,7.78,2,71,60.0,540.0,6.0,300.0,17.0,4.0,11.0,2018,2,5,0,748.0
1,12.19,2,33,47.0,569.0,1.0,400.0,16.0,10.0,11.0,2018,2,25,6,1760.0
2,11.85,2,55,39.0,161.0,3.0,200.0,20.0,20.0,20.0,2018,2,4,6,8000.0
2,8.27,2,0,52.0,603.0,1.0,200.0,16.0,5.0,15.0,2017,10,12,3,1200.0
1,8.72,2,33,39.0,772.0,1.0,150.0,16.0,16.0,11.0,2017,7,11,1,2816.0
1,50.36,2,45,54.0,815.0,4.0,4000.0,22.0,12.0,22.0,2017,12,26,1,5808.0
1,19.56,2,14,49.0,564.0,1.0,600.0,16.0,10.0,16.0,2018,6,24,6,2560.0
1,16.71,2,9,53.0,603.0,1.0,5950.0,65.0,11.0,65.0,2017,11,25,5,46475.0
1,14.26,2,9,54.0,582.0,1.0,5575.0,63.0,9.0,63.0,2017,12,1,4,35721.0
1,27.59,2,45,48.0,894.0,1.0,533.0,22.0,11.0,20.0,2018,1,19,4,4840.0
2,16.73,2,73,56.0,843.0,2.0,500.0,30.0,20.0,30.0,2018,4,11,2,18000.0
1,26.89,2,9,60.0,968.0,3.0,800.0,16.0,16.0,11.0,2017,7,20,3,2816.0
1,15.91,2,27,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0,2017,5,3,2,15750.0
1,14.74,2,67,46.0,501.0,4.0,363.0,18.0,13.0,13.0,2018,3,7,2,3042.0
1,21.88,2,14,60.0,2596.0,4.0,7474.0,54.0,29.0,40.0,2018,2,12,0,62640.0
1,13.35,2,27,43.0,465.0,1.0,400.0,18.0,12.0,14.0,2017,2,9,3,3024.0
1,16.79,2,33,15.0,328.0,2.0,150.0,28.0,5.0,14.0,2018,2,20,1,1960.0
1,41.43,2,9,44.0,982.0,3.0,17600.0,49.0,49.0,23.0,2017,11,24,4,55223.0
2,29.15,2,33,35.0,223.0,1.0,21200.0,28.0,8.0,28.0,2018,5,16,2,6272.0
1,15.1,2,9,38.0,865.0,1.0,150.0,16.0,15.0,14.0,2018,1,12,4,3360.0
1,12.51,2,67,35.0,591.0,3.0,444.0,20.0,14.0,16.0,2018,2,22,3,4480.0
1,23.15,2,14,46.0,279.0,1.0,1813.0,67.0,12.0,47.0,2018,3,24,5,37788.0
1,15.1,2,0,52.0,603.0,1.0,200.0,25.0,5.0,15.0,2017,7,28,4,1875.0
1,14.34,2,12,60.0,516.0,1.0,1125.0,29.0,25.0,16.0,2018,5,9,2,11600.0
1,26.19,2,34,37.0,293.0,3.0,100.0,16.0,6.0,20.0,2018,3,2,4,1920.0
1,30.73,2,24,57.0,771.0,1.0,12000.0,45.0,35.0,45.0,2018,5,2,2,70875.0
1,16.13,2,12,45.0,181.0,4.0,400.0,25.0,5.0,12.0,2017,4,29,5,1500.0
1,18.65,5,52,63.0,1498.0,4.0,1800.0,20.0,40.0,21.0,2016,10,5,2,16800.0
1,16.79,2,31,56.0,280.0,1.0,150.0,25.0,7.0,16.0,2018,2,28,2,2800.0
1,18.53,2,31,60.0,390.0,7.0,1250.0,26.0,10.0,18.0,2018,8,11,5,4680.0
1,15.42,2,64,57.0,2093.0,4.0,1550.0,40.0,32.0,20.0,2018,8,10,4,25600.0
1,19.32,2,73,35.0,250.0,2.0,950.0,17.0,19.0,20.0,2018,5,7,0,6460.0
1,18.23,2,67,49.0,389.0,1.0,525.0,23.0,6.0,21.0,2018,4,1,6,2898.0
1,19.7,2,67,58.0,3006.0,2.0,1000.0,53.0,8.0,18.0,2018,6,6,2,7632.0
1,25.76,2,67,42.0,693.0,2.0,500.0,16.0,16.0,16.0,2018,4,19,3,4096.0
1,18.77,2,64,57.0,334.0,5.0,6150.0,30.0,30.0,30.0,2018,4,25,2,27000.0
2,11.85,2,67,59.0,261.0,2.0,250.0,16.0,2.0,20.0,2017,11,24,4,640.0
3,12.84,2,14,38.0,735.0,5.0,800.0,20.0,20.0,20.0,2018,6,24,6,8000.0
1,15.45,2,33,32.0,1797.0,1.0,150.0,16.0,16.0,11.0,2018,6,12,1,2816.0
1,15.27,2,73,46.0,696.0,1.0,2500.0,33.0,15.0,24.0,2018,4,6,4,11880.0
3,29.1,2,55,63.0,254.0,2.0,1800.0,41.0,9.0,34.0,2017,11,8,2,12546.0
1,251.5,4,33,46.0,894.0,1.0,5000.0,64.0,48.0,22.0,2017,3,4,5,67584.0
1,16.11,2,73,51.0,2780.0,1.0,400.0,18.0,19.0,14.0,2017,11,24,4,4788.0
1,15.1,2,71,57.0,75.0,1.0,200.0,16.0,14.0,15.0,2017,7,23,6,3360.0
1,13.71,2,14,56.0,131.0,2.0,900.0,50.0,5.0,50.0,2018,6,11,0,12500.0
1,17.95,2,27,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0,2017,7,17,0,15750.0
2,33.97,2,45,52.0,967.0,1.0,220.0,22.0,13.0,12.0,2018,7,22,6,3432.0
1,16.75,2,64,56.0,444.0,1.0,900.0,30.0,30.0,30.0,2017,8,22,1,27000.0
1,14.59,2,63,36.0,605.0,2.0,100.0,20.0,20.0,20.0,2017,4,14,4,8000.0
1,18.06,2,33,25.0,209.0,1.0,900.0,51.0,17.0,20.0,2017,7,23,6,17340.0
1,39.06,2,41,64.0,2432.0,4.0,10700.0,32.0,63.0,32.0,2017,1,11,2,64512.0
1,15.7,2,12,49.0,451.0,3.0,1150.0,42.0,11.0,12.0,2018,8,14,1,5544.0
1,25.63,2,71,47.0,594.0,2.0,175.0,19.0,5.0,11.0,2017,9,14,3,1045.0
1,19.38,2,12,50.0,1257.0,1.0,350.0,19.0,12.0,13.0,2018,8,17,4,2964.0
1,15.1,2,63,54.0,937.0,1.0,50.0,16.0,5.0,11.0,2017,11,22,2,880.0
1,7.39,2,33,59.0,708.0,2.0,200.0,16.0,5.0,11.0,2018,4,18,2,880.0
1,18.42,2,33,53.0,1541.0,1.0,450.0,33.0,20.0,20.0,2018,3,19,0,13200.0
1,7.78,2,12,38.0,395.0,1.0,114.0,19.0,16.0,17.0,2017,5,31,2,5168.0
1,7.54,2,34,24.0,503.0,5.0,150.0,16.0,14.0,11.0,2018,8,10,4,2464.0
1,13.42,2,12,56.0,1546.0,1.0,2300.0,23.0,23.0,33.0,2017,5,18,3,17457.0
1,14.73,2,33,47.0,878.0,1.0,1125.0,30.0,23.0,26.0,2017,5,24,2,17940.0
2,11.85,2,14,55.0,619.0,1.0,500.0,16.0,17.0,17.0,2018,1,24,2,4624.0
1,25.74,2,73,42.0,540.0,4.0,9950.0,31.0,61.0,31.0,2018,1,20,5,58621.0
5,7.39,2,33,32.0,1797.0,1.0,150.0,16.0,16.0,11.0,2018,4,30,0,2816.0
1,25.84,2,45,54.0,179.0,3.0,200.0,30.0,8.0,11.0,2017,5,11,3,2640.0
1,16.82,4,73,60.0,570.0,1.0,2000.0,32.0,32.0,32.0,2017,2,19,6,32768.0
1,21.67,2,21,33.0,912.0,2.0,1500.0,33.0,25.0,11.0,2017,4,22,5,9075.0
1,15.04,2,67,52.0,724.0,2.0,200.0,16.0,11.0,11.0,2017,4,17,0,1936.0
2,18.72,2,24,41.0,971.0,1.0,1300.0,16.0,19.0,16.0,2018,4,13,4,4864.0
1,32.94,2,55,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,2018,1,25,3,15000.0
1,15.1,2,33,48.0,1416.0,1.0,200.0,16.0,16.0,16.0,2018,1,31,2,4096.0
1,19.45,2,14,37.0,1049.0,1.0,2150.0,26.0,26.0,23.0,2017,11,25,5,15548.0
1,14.07,2,33,58.0,1549.0,1.0,800.0,20.0,20.0,20.0,2018,7,25,2,8000.0
1,18.16,2,10,53.0,704.0,3.0,4750.0,60.0,20.0,50.0,2018,2,21,2,60000.0
1,22.85,2,23,59.0,1476.0,2.0,1111.0,29.0,10.0,14.0,2018,4,24,1,4060.0
2,17.92,2,27,59.0,734.0,4.0,650.0,33.0,18.0,27.0,2017,8,14,0,16038.0
1,16.95,2,27,54.0,995.0,1.0,4475.0,44.0,24.0,31.0,2017,9,28,3,32736.0
1,45.99,2,41,36.0,450.0,1.0,9000.0,42.0,12.0,39.0,2018,1,12,4,19656.0
1,17.67,2,41,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,2017,8,6,6,19800.0
1,18.05,2,14,56.0,2507.0,2.0,2300.0,43.0,8.0,33.0,2018,2,4,6,11352.0
1,11.87,2,12,63.0,1113.0,2.0,550.0,20.0,20.0,20.0,2017,4,5,2,8000.0
1,49.4,2,60,55.0,264.0,4.0,7700.0,28.0,55.0,37.0,2018,1,3,2,56980.0
2,16.18,2,55,49.0,600.0,2.0,1400.0,65.0,12.0,12.0,2017,8,27,6,9360.0
1,50.85,2,14,55.0,210.0,1.0,650.0,16.0,10.0,16.0,2018,4,21,5,2560.0
1,15.17,2,55,48.0,2241.0,2.0,500.0,65.0,11.0,20.0,2017,10,31,1,14300.0
1,13.41,2,27,51.0,516.0,1.0,5200.0,37.0,20.0,34.0,2018,4,2,0,25160.0
1,15.23,2,31,43.0,288.0,1.0,200.0,21.0,7.0,16.0,2018,5,18,4,2352.0
1,17.83,2,46,47.0,1177.0,5.0,500.0,24.0,10.0,14.0,2017,12,10,6,3360.0
